"pile_id","station_id","label","network","connector_type","power_kw","price_per_kwh","deployment_stage","operational_state","is_synthetic","synthetic_fields","source_name","source_station_record_id","dataset"
"mevnet-1605-pile-001","mevnet-1605","Bay 01",,"Type 2","7","0.75","proposed","planned","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1605","full"
"mevnet-1605-pile-002","mevnet-1605","Bay 02",,"Type 2","11","0.9","proposed","planned","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1605","full"
"mevnet-1606-pile-001","mevnet-1606","Bay 01",,"Type 2","7","0.75","proposed","planned","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1606","full"
"mevnet-1606-pile-002","mevnet-1606","Bay 02",,"Type 2","11","0.9","proposed","planned","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1606","full"
"mevnet-1607-pile-001","mevnet-1607","Bay 01",,"Type 2","7","0.75","proposed","planned","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1607","full"
"mevnet-1607-pile-002","mevnet-1607","Bay 02",,"Type 2","11","0.9","proposed","planned","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1607","full"
"mevnet-1608-pile-001","mevnet-1608","Bay 01",,"Type 2","7","0.75","proposed","planned","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1608","full"
"mevnet-1608-pile-002","mevnet-1608","Bay 02",,"Type 2","11","0.9","proposed","planned","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1608","full"
"mevnet-1609-pile-001","mevnet-1609","Bay 01",,"Type 2","7","0.75","proposed","planned","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1609","full"
"mevnet-1609-pile-002","mevnet-1609","Bay 02",,"Type 2","11","0.9","proposed","planned","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1609","full"
"mevnet-1610-pile-001","mevnet-1610","Bay 01",,"Type 2","7","0.75","proposed","planned","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1610","full"
"mevnet-1610-pile-002","mevnet-1610","Bay 02",,"Type 2","11","0.9","proposed","planned","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1610","full"
"mevnet-1611-pile-001","mevnet-1611","Bay 01",,"Type 2","7","0.75","proposed","planned","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1611","full"
"mevnet-1611-pile-002","mevnet-1611","Bay 02",,"Type 2","11","0.9","proposed","planned","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1611","full"
"mevnet-1612-pile-001","mevnet-1612","Bay 01",,"Type 2","7","0.75","proposed","planned","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1612","full"
"mevnet-1612-pile-002","mevnet-1612","Bay 02",,"Type 2","11","0.9","proposed","planned","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1612","full"
"mevnet-1613-pile-001","mevnet-1613","Bay 01",,"Type 2","7","0.75","proposed","planned","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1613","full"
"mevnet-1613-pile-002","mevnet-1613","Bay 02",,"Type 2","11","0.9","proposed","planned","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1613","full"
"mevnet-1614-pile-001","mevnet-1614","Bay 01",,"Type 2","7","0.75","proposed","planned","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1614","full"
"mevnet-1614-pile-002","mevnet-1614","Bay 02",,"Type 2","11","0.9","proposed","planned","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1614","full"
"mevnet-1615-pile-001","mevnet-1615","Bay 01",,"Type 2","7","0.75","proposed","planned","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1615","full"
"mevnet-1615-pile-002","mevnet-1615","Bay 02",,"Type 2","11","0.9","proposed","planned","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1615","full"
"mevnet-1615-pile-003","mevnet-1615","Bay 03",,"CCS2","120","1.5","proposed","planned","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1615","full"
"mevnet-1615-pile-004","mevnet-1615","Bay 04",,"Type 2","7","0.75","proposed","planned","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1615","full"
"mevnet-1616-pile-001","mevnet-1616","Bay 01","Gentari","CCS2","50","1.2","existing","available","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1616","full"
"mevnet-1616-pile-002","mevnet-1616","Bay 02","Gentari","Type 2","11","0.9","proposed","planned","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1616","full"
"mevnet-1616-pile-003","mevnet-1616","Bay 03","Gentari","CCS2","120","1.5","proposed","planned","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1616","full"
"mevnet-1617-pile-001","mevnet-1617","Bay 01",,"Type 2","7","0.75","proposed","planned","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1617","full"
"mevnet-1617-pile-002","mevnet-1617","Bay 02",,"Type 2","11","0.9","proposed","planned","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1617","full"
"mevnet-1617-pile-003","mevnet-1617","Bay 03",,"CCS2","120","1.5","proposed","planned","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1617","full"
"mevnet-1617-pile-004","mevnet-1617","Bay 04",,"Type 2","7","0.75","proposed","planned","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1617","full"
"mevnet-1618-pile-001","mevnet-1618","Bay 01",,"Type 2","7","0.75","proposed","planned","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1618","full"
"mevnet-1618-pile-002","mevnet-1618","Bay 02",,"Type 2","11","0.9","proposed","planned","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1618","full"
"mevnet-1619-pile-001","mevnet-1619","Bay 01",,"Type 2","7","0.75","proposed","planned","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1619","full"
"mevnet-1619-pile-002","mevnet-1619","Bay 02",,"Type 2","11","0.9","proposed","planned","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1619","full"
"mevnet-1620-pile-001","mevnet-1620","Bay 01",,"Type 2","7","0.75","proposed","planned","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1620","full"
"mevnet-1620-pile-002","mevnet-1620","Bay 02",,"Type 2","11","0.9","proposed","planned","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1620","full"
"mevnet-1621-pile-001","mevnet-1621","Bay 01",,"Type 2","7","0.75","proposed","planned","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1621","full"
"mevnet-1621-pile-002","mevnet-1621","Bay 02",,"Type 2","11","0.9","proposed","planned","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1621","full"
"mevnet-1622-pile-001","mevnet-1622","Bay 01",,"Type 2","7","0.75","proposed","planned","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1622","full"
"mevnet-1622-pile-002","mevnet-1622","Bay 02",,"Type 2","11","0.9","proposed","planned","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1622","full"
"mevnet-1623-pile-001","mevnet-1623","Bay 01",,"Type 2","7","0.75","proposed","planned","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1623","full"
"mevnet-1623-pile-002","mevnet-1623","Bay 02",,"Type 2","11","0.9","proposed","planned","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1623","full"
"mevnet-1624-pile-001","mevnet-1624","Bay 01",,"Type 2","7","0.75","proposed","planned","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1624","full"
"mevnet-1624-pile-002","mevnet-1624","Bay 02",,"Type 2","11","0.9","proposed","planned","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1624","full"
"mevnet-1625-pile-001","mevnet-1625","Bay 01",,"Type 2","7","0.75","proposed","planned","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1625","full"
"mevnet-1625-pile-002","mevnet-1625","Bay 02",,"Type 2","11","0.9","proposed","planned","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1625","full"
"mevnet-1625-pile-003","mevnet-1625","Bay 03",,"CCS2","120","1.5","proposed","planned","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1625","full"
"mevnet-1625-pile-004","mevnet-1625","Bay 04",,"Type 2","7","0.75","proposed","planned","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1625","full"
"mevnet-1625-pile-005","mevnet-1625","Bay 05",,"Type 2","11","0.9","proposed","planned","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1625","full"
"mevnet-1625-pile-006","mevnet-1625","Bay 06",,"CCS2","60","1.35","proposed","planned","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1625","full"
"mevnet-1625-pile-007","mevnet-1625","Bay 07",,"Type 2","7","0.75","proposed","planned","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1625","full"
"mevnet-1625-pile-008","mevnet-1625","Bay 08",,"Type 2","11","0.9","proposed","planned","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1625","full"
"mevnet-1626-pile-001","mevnet-1626","Bay 01","Zap","Type 2","7","0.75","existing","available","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1626","full"
"mevnet-1626-pile-002","mevnet-1626","Bay 02","Zap","Type 2","11","0.9","existing","available","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1626","full"
"mevnet-1626-pile-003","mevnet-1626","Bay 03","Zap","CCS2","120","1.5","proposed","planned","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1626","full"
"mevnet-1626-pile-004","mevnet-1626","Bay 04","Zap","Type 2","7","0.75","proposed","planned","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1626","full"
"mevnet-1627-pile-001","mevnet-1627","Bay 01",,"Type 2","7","0.75","proposed","planned","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1627","full"
"mevnet-1627-pile-002","mevnet-1627","Bay 02",,"Type 2","11","0.9","proposed","planned","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1627","full"
"mevnet-1628-pile-001","mevnet-1628","Bay 01",,"Type 2","7","0.75","proposed","planned","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1628","full"
"mevnet-1628-pile-002","mevnet-1628","Bay 02",,"Type 2","11","0.9","proposed","planned","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1628","full"
"mevnet-1629-pile-001","mevnet-1629","Bay 01","ChargeSini","Type 2","7","0.75","existing","available","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1629","full"
"mevnet-1629-pile-002","mevnet-1629","Bay 02","ChargeSini","Type 2","11","0.9","existing","available","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1629","full"
"mevnet-1629-pile-003","mevnet-1629","Bay 03","ChargeSini","CCS2","120","1.5","existing","available","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1629","full"
"mevnet-1629-pile-004","mevnet-1629","Bay 04","ChargeSini","CCS2","180","1.65","existing","available","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1629","full"
"mevnet-1629-pile-005","mevnet-1629","Bay 05","ChargeSini","Type 2","11","0.9","proposed","planned","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1629","full"
"mevnet-1629-pile-006","mevnet-1629","Bay 06","ChargeSini","CCS2","60","1.35","proposed","planned","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1629","full"
"mevnet-1630-pile-001","mevnet-1630","Bay 01",,"Type 2","7","0.75","proposed","planned","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1630","full"
"mevnet-1630-pile-002","mevnet-1630","Bay 02",,"Type 2","11","0.9","proposed","planned","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1630","full"
"mevnet-1631-pile-001","mevnet-1631","Bay 01",,"Type 2","7","0.75","proposed","planned","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1631","full"
"mevnet-1631-pile-002","mevnet-1631","Bay 02",,"Type 2","11","0.9","proposed","planned","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1631","full"
"mevnet-1632-pile-001","mevnet-1632","Bay 01",,"Type 2","7","0.75","proposed","planned","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1632","full"
"mevnet-1632-pile-002","mevnet-1632","Bay 02",,"Type 2","11","0.9","proposed","planned","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1632","full"
"mevnet-1633-pile-001","mevnet-1633","Bay 01",,"Type 2","7","0.75","proposed","planned","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1633","full"
"mevnet-1633-pile-002","mevnet-1633","Bay 02",,"Type 2","11","0.9","proposed","planned","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1633","full"
"mevnet-1634-pile-001","mevnet-1634","Bay 01",,"Type 2","7","0.75","proposed","planned","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1634","full"
"mevnet-1634-pile-002","mevnet-1634","Bay 02",,"Type 2","11","0.9","proposed","planned","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1634","full"
"mevnet-1635-pile-001","mevnet-1635","Bay 01",,"Type 2","7","0.75","proposed","planned","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1635","full"
"mevnet-1635-pile-002","mevnet-1635","Bay 02",,"Type 2","11","0.9","proposed","planned","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1635","full"
"mevnet-1635-pile-003","mevnet-1635","Bay 03",,"CCS2","120","1.5","proposed","planned","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1635","full"
"mevnet-1635-pile-004","mevnet-1635","Bay 04",,"Type 2","7","0.75","proposed","planned","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1635","full"
"mevnet-1636-pile-001","mevnet-1636","Bay 01","JomCharge","Type 2","7","0.75","existing","available","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1636","full"
"mevnet-1636-pile-002","mevnet-1636","Bay 02","JomCharge","Type 2","11","0.9","existing","available","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1636","full"
"mevnet-1636-pile-003","mevnet-1636","Bay 03","JomCharge","Type 2","22","1.05","existing","available","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1636","full"
"mevnet-1636-pile-004","mevnet-1636","Bay 04","JomCharge","CCS2","180","1.65","existing","available","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1636","full"
"mevnet-1636-pile-005","mevnet-1636","Bay 05","JomCharge","CCS2","50","1.2","existing","reserved","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1636","full"
"mevnet-1636-pile-006","mevnet-1636","Bay 06","JomCharge","CCS2","60","1.35","existing","available","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1636","full"
"mevnet-1636-pile-007","mevnet-1636","Bay 07","JomCharge","Type 2","7","0.75","proposed","planned","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1636","full"
"mevnet-1636-pile-008","mevnet-1636","Bay 08","JomCharge","Type 2","11","0.9","proposed","planned","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1636","full"
"mevnet-1636-pile-009","mevnet-1636","Bay 09","JomCharge","CCS2","50","1.2","proposed","planned","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1636","full"
"mevnet-1636-pile-010","mevnet-1636","Bay 10","JomCharge","Type 2","7","0.75","proposed","planned","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1636","full"
"mevnet-1636-pile-011","mevnet-1636","Bay 11","JomCharge","Type 2","11","0.9","proposed","planned","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1636","full"
"mevnet-1636-pile-012","mevnet-1636","Bay 12","JomCharge","CCS2","180","1.65","proposed","planned","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1636","full"
"mevnet-1636-pile-013","mevnet-1636","Bay 13","JomCharge","Type 2","7","0.75","proposed","planned","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1636","full"
"mevnet-1636-pile-014","mevnet-1636","Bay 14","JomCharge","Type 2","11","0.9","proposed","planned","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1636","full"
"mevnet-1636-pile-015","mevnet-1636","Bay 15","JomCharge","CCS2","120","1.5","proposed","planned","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1636","full"
"mevnet-1636-pile-016","mevnet-1636","Bay 16","JomCharge","Type 2","7","0.75","proposed","planned","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1636","full"
"mevnet-1637-pile-001","mevnet-1637","Bay 01",,"Type 2","7","0.75","proposed","planned","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1637","full"
"mevnet-1637-pile-002","mevnet-1637","Bay 02",,"Type 2","11","0.9","proposed","planned","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1637","full"
"mevnet-1638-pile-001","mevnet-1638","Bay 01",,"Type 2","7","0.75","proposed","planned","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1638","full"
"mevnet-1638-pile-002","mevnet-1638","Bay 02",,"Type 2","11","0.9","proposed","planned","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1638","full"
"mevnet-1639-pile-001","mevnet-1639","Bay 01","BMW","Type 2","7","0.75","existing","available","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1639","full"
"mevnet-1639-pile-002","mevnet-1639","Bay 02","chargEV","Type 2","11","0.9","existing","available","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1639","full"
"mevnet-1639-pile-003","mevnet-1639","Bay 03","BMW","Type 2","22","1.05","existing","available","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1639","full"
"mevnet-1639-pile-004","mevnet-1639","Bay 04","chargEV","CCS2","180","1.65","existing","available","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1639","full"
"mevnet-1639-pile-005","mevnet-1639","Bay 05","BMW","Type 2","11","0.9","proposed","planned","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1639","full"
"mevnet-1639-pile-006","mevnet-1639","Bay 06","chargEV","CCS2","60","1.35","proposed","planned","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1639","full"
"mevnet-1639-pile-007","mevnet-1639","Bay 07","BMW","Type 2","7","0.75","proposed","planned","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1639","full"
"mevnet-1639-pile-008","mevnet-1639","Bay 08","chargEV","Type 2","11","0.9","proposed","planned","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1639","full"
"mevnet-1640-pile-001","mevnet-1640","Bay 01",,"Type 2","7","0.75","proposed","planned","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1640","full"
"mevnet-1640-pile-002","mevnet-1640","Bay 02",,"Type 2","11","0.9","proposed","planned","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1640","full"
"mevnet-1641-pile-001","mevnet-1641","Bay 01","Shell Recharge","Type 2","7","0.75","existing","available","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1641","full"
"mevnet-1641-pile-002","mevnet-1641","Bay 02","Shell Recharge","Type 2","11","0.9","existing","available","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1641","full"
"mevnet-1641-pile-003","mevnet-1641","Bay 03","Shell Recharge","Type 2","22","1.05","existing","available","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1641","full"
"mevnet-1641-pile-004","mevnet-1641","Bay 04","Shell Recharge","Type 2","7","0.75","proposed","planned","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1641","full"
"mevnet-1641-pile-005","mevnet-1641","Bay 05","Shell Recharge","Type 2","11","0.9","proposed","planned","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1641","full"
"mevnet-1641-pile-006","mevnet-1641","Bay 06","Shell Recharge","CCS2","60","1.35","proposed","planned","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1641","full"
"mevnet-1642-pile-001","mevnet-1642","Bay 01",,"Type 2","7","0.75","proposed","planned","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1642","full"
"mevnet-1642-pile-002","mevnet-1642","Bay 02",,"Type 2","11","0.9","proposed","planned","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1642","full"
"mevnet-1643-pile-001","mevnet-1643","Bay 01",,"Type 2","7","0.75","proposed","planned","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1643","full"
"mevnet-1643-pile-002","mevnet-1643","Bay 02",,"Type 2","11","0.9","proposed","planned","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1643","full"
"mevnet-1644-pile-001","mevnet-1644","Bay 01",,"Type 2","7","0.75","proposed","planned","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1644","full"
"mevnet-1644-pile-002","mevnet-1644","Bay 02",,"Type 2","11","0.9","proposed","planned","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1644","full"
"mevnet-1645-pile-001","mevnet-1645","Bay 01",,"Type 2","7","0.75","proposed","planned","true","connector_type;power_kw;price_per_kwh;operational_state","PLANMalaysia MEVnet station location/counts + ChargeMY assignment prototype","1645","full"
